Well,Group,Type,Sample,Wavelength [Ex],plate_ID,order_reading,Abs.x,Time [s].x,Abs.y,Time [s].y,Well_row,Well_col,Time_1,Time_2,plate_ID_int,true_conc
A01,Group 1,Standard,CAL10001,450,plate_69,1,2.7962,0,2.795,9.48,1,A,0,9.48,64,200
A24,Group 1,Standard,CAL10002,450,plate_69,24,2.3359,0.23,2.3469,30.94,24,A,0.23,30.94,64,200
C01,Group 1,Standard,CAL20001,450,plate_69,49,2.4179,1.11,2.4292,54.44,1,C,1.11,54.44,64,150
C24,Group 1,Standard,CAL20002,450,plate_69,72,1.9793,1.34,1.9826,75.9,24,C,1.34,75.9,64,150
E01,Group 1,Standard,CAL30001,450,plate_69,97,1.8548,2.23,1.8579,99.41,1,E,2.23,99.41,64,100
E24,Group 1,Standard,CAL30002,450,plate_69,120,1.5248,2.46,1.5229,120.87,24,E,2.46,120.87,64,100
G01,Group 1,Standard,CAL40001,450,plate_69,145,1.4326,3.34,1.4311,144.37,1,G,3.34,144.37,64,80
G24,Group 1,Standard,CAL40002,450,plate_69,168,1.2062,3.57,1.2001,165.84,24,G,3.57,165.84,64,80
I01,Group 1,Standard,CAL50001,450,plate_69,193,0.6759,4.45,0.6694,189.34,1,I,4.45,189.34,64,40
I24,Group 1,Standard,CAL50002,450,plate_69,216,0.569,4.68,0.5588,210.8,24,I,4.68,210.8,64,40
K01,Group 1,Standard,CAL60001,450,plate_69,241,0.3286,5.56,0.3228,234.31,1,K,5.56,234.31,64,20
K24,Group 1,Standard,CAL60002,450,plate_69,264,0.242,5.79,0.2347,255.77,24,K,5.79,255.77,64,20
M01,Group 1,Standard,CAL70001,450,plate_69,289,0.188,6.67,0.1841,279.27,1,M,6.67,279.27,64,10
M24,Group 1,Standard,CAL70002,450,plate_69,312,0.1552,6.9,0.1469,300.73,24,M,6.9,300.73,64,10
A01,Group 1,Standard,CAL10001,450,plate_7,1,2.7795,0,2.7744,10.69,1,A,0,10.69,65,200
A24,Group 1,Standard,CAL10002,450,plate_7,24,2.4667,0.23,2.4677,32.15,24,A,0.23,32.15,65,200
C01,Group 1,Standard,CAL20001,450,plate_7,49,2.483,1.12,2.4793,55.65,1,C,1.12,55.65,65,150
C24,Group 1,Standard,CAL20002,450,plate_7,72,2.2006,1.35,2.199,77.12,24,C,1.35,77.12,65,150
E01,Group 1,Standard,CAL30001,450,plate_7,97,1.9488,2.23,1.9425,100.62,1,E,2.23,100.62,65,100
E24,Group 1,Standard,CAL30002,450,plate_7,120,1.4591,2.46,1.4526,122.08,24,E,2.46,122.08,65,100
G01,Group 1,Standard,CAL40001,450,plate_7,145,1.6001,3.34,1.5918,145.59,1,G,3.34,145.59,65,80
G24,Group 1,Standard,CAL40002,450,plate_7,168,1.4333,3.57,1.4216,167.05,24,G,3.57,167.05,65,80
I01,Group 1,Standard,CAL50001,450,plate_7,193,0.6617,4.45,0.6549,190.55,1,I,4.45,190.55,65,40
I24,Group 1,Standard,CAL50002,450,plate_7,216,0.6492,4.68,0.6381,212.02,24,I,4.68,212.02,65,40
K01,Group 1,Standard,CAL60001,450,plate_7,241,0.3111,5.56,0.3055,235.52,1,K,5.56,235.52,65,20
K24,Group 1,Standard,CAL60002,450,plate_7,264,0.3563,5.79,0.3442,256.98,24,K,5.79,256.98,65,20
M01,Group 1,Standard,CAL70001,450,plate_7,289,0.171,6.67,0.1672,280.48,1,M,6.67,280.48,65,10
M24,Group 1,Standard,CAL70002,450,plate_7,312,0.1926,6.9,0.1788,301.95,24,M,6.9,301.95,65,10
A01,Group 1,Standard,CAL10001,450,plate_70,1,2.8025,0,2.8048,10.71,1,A,0,10.71,66,200
A24,Group 1,Standard,CAL10002,450,plate_70,24,2.5977,0.23,2.6023,32.17,24,A,0.23,32.17,66,200
C01,Group 1,Standard,CAL20001,450,plate_70,49,2.4972,1.11,2.5012,55.67,1,C,1.11,55.67,66,150
C24,Group 1,Standard,CAL20002,450,plate_70,72,2.1501,1.34,2.1447,77.14,24,C,1.34,77.14,66,150
E01,Group 1,Standard,CAL30001,450,plate_70,97,1.9018,2.23,1.8994,100.64,1,E,2.23,100.64,66,100
E24,Group 1,Standard,CAL30002,450,plate_70,120,1.6467,2.46,1.6347,122.1,24,E,2.46,122.1,66,100
G01,Group 1,Standard,CAL40001,450,plate_70,145,1.5891,3.34,1.5846,145.6,1,G,3.34,145.6,66,80
G24,Group 1,Standard,CAL40002,450,plate_70,168,1.5034,3.57,1.4904,167.07,24,G,3.57,167.07,66,80
I01,Group 1,Standard,CAL50001,450,plate_70,193,0.6754,4.45,0.6688,190.57,1,I,4.45,190.57,66,40
I24,Group 1,Standard,CAL50002,450,plate_70,216,0.7707,4.68,0.7577,212.03,24,I,4.68,212.03,66,40
K01,Group 1,Standard,CAL60001,450,plate_70,241,0.3568,5.56,0.3514,235.54,1,K,5.56,235.54,66,20
K24,Group 1,Standard,CAL60002,450,plate_70,264,0.3377,5.79,0.3258,257,24,K,5.79,257,66,20
M01,Group 1,Standard,CAL70001,450,plate_70,289,0.1871,6.67,0.1834,280.5,1,M,6.67,280.5,66,10
M24,Group 1,Standard,CAL70002,450,plate_70,312,0.1914,6.9,0.1818,301.97,24,M,6.9,301.97,66,10
A01,Group 1,Standard,CAL10001,450,plate_71,1,2.7311,0,2.7364,9.47,1,A,0,9.47,67,200
A24,Group 1,Standard,CAL10002,450,plate_71,24,2.3665,0.23,2.3774,30.93,24,A,0.23,30.93,67,200
C01,Group 1,Standard,CAL20001,450,plate_71,49,2.474,1.12,2.4765,54.43,1,C,1.12,54.43,67,150
C24,Group 1,Standard,CAL20002,450,plate_71,72,2.0932,1.35,2.0893,75.9,24,C,1.35,75.9,67,150
E01,Group 1,Standard,CAL30001,450,plate_71,97,1.8204,2.23,1.8142,99.4,1,E,2.23,99.4,67,100
E24,Group 1,Standard,CAL30002,450,plate_71,120,1.6504,2.46,1.6405,120.86,24,E,2.46,120.86,67,100
G01,Group 1,Standard,CAL40001,450,plate_71,145,1.5152,3.34,1.5103,144.37,1,G,3.34,144.37,67,80
G24,Group 1,Standard,CAL40002,450,plate_71,168,1.3535,3.57,1.3422,165.83,24,G,3.57,165.83,67,80
I01,Group 1,Standard,CAL50001,450,plate_71,193,0.7065,4.45,0.6997,189.33,1,I,4.45,189.33,67,40
I24,Group 1,Standard,CAL50002,450,plate_71,216,0.645,4.68,0.6339,210.8,24,I,4.68,210.8,67,40
K01,Group 1,Standard,CAL60001,450,plate_71,241,0.3266,5.56,0.3208,234.3,1,K,5.56,234.3,67,20
K24,Group 1,Standard,CAL60002,450,plate_71,264,0.2959,5.79,0.2859,255.76,24,K,5.79,255.76,67,20
M01,Group 1,Standard,CAL70001,450,plate_71,289,0.1926,6.67,0.1886,279.26,1,M,6.67,279.26,67,10
M24,Group 1,Standard,CAL70002,450,plate_71,312,0.177,6.9,0.1672,300.73,24,M,6.9,300.73,67,10
A01,Group 1,Standard,CAL10001,450,plate_72,1,2.7292,0,2.7326,9.46,1,A,0,9.46,68,200
A24,Group 1,Standard,CAL10002,450,plate_72,24,2.4791,0.23,2.4847,30.93,24,A,0.23,30.93,68,200
C01,Group 1,Standard,CAL20001,450,plate_72,49,2.4539,1.11,2.4589,54.43,1,C,1.11,54.43,68,150
C24,Group 1,Standard,CAL20002,450,plate_72,72,1.9286,1.34,1.9262,75.89,24,C,1.34,75.89,68,150
E01,Group 1,Standard,CAL30001,450,plate_72,97,1.8552,2.22,1.8533,99.39,1,E,2.22,99.39,68,100
E24,Group 1,Standard,CAL30002,450,plate_72,120,1.6226,2.45,1.6148,120.86,24,E,2.45,120.86,68,100
G01,Group 1,Standard,CAL40001,450,plate_72,145,1.5185,3.33,1.5152,144.36,1,G,3.33,144.36,68,80
G24,Group 1,Standard,CAL40002,450,plate_72,168,1.2694,3.56,1.2593,165.82,24,G,3.56,165.82,68,80
I01,Group 1,Standard,CAL50001,450,plate_72,193,0.7191,4.44,0.713,189.33,1,I,4.44,189.33,68,40
I24,Group 1,Standard,CAL50002,450,plate_72,216,0.6146,4.67,0.6042,210.79,24,I,4.67,210.79,68,40
K01,Group 1,Standard,CAL60001,450,plate_72,241,0.3285,5.55,0.3224,234.29,1,K,5.55,234.29,68,20
K24,Group 1,Standard,CAL60002,450,plate_72,264,0.3072,5.78,0.2964,255.76,24,K,5.78,255.76,68,20
M01,Group 1,Standard,CAL70001,450,plate_72,289,0.1914,6.66,0.1867,279.26,1,M,6.66,279.26,68,10
M24,Group 1,Standard,CAL70002,450,plate_72,312,0.1567,6.89,0.1484,300.72,24,M,6.89,300.72,68,10
A01,Group 1,Standard,CAL10001,450,plate_73,1,2.7774,0,2.7763,10.71,1,A,0,10.71,69,200
A24,Group 1,Standard,CAL10002,450,plate_73,24,2.6001,0.23,2.5967,32.17,24,A,0.23,32.17,69,200
C01,Group 1,Standard,CAL20001,450,plate_73,49,2.4728,1.11,2.4785,55.67,1,C,1.11,55.67,69,150
C24,Group 1,Standard,CAL20002,450,plate_73,72,2.2056,1.34,2.206,77.14,24,C,1.34,77.14,69,150
E01,Group 1,Standard,CAL30001,450,plate_73,97,1.8253,2.22,1.8207,100.64,1,E,2.22,100.64,69,100
E24,Group 1,Standard,CAL30002,450,plate_73,120,1.6559,2.45,1.6458,122.1,24,E,2.45,122.1,69,100
G01,Group 1,Standard,CAL40001,450,plate_73,145,1.3428,3.33,1.3353,145.61,1,G,3.33,145.61,69,80
G24,Group 1,Standard,CAL40002,450,plate_73,168,1.2847,3.56,1.2738,167.07,24,G,3.56,167.07,69,80
I01,Group 1,Standard,CAL50001,450,plate_73,193,0.6597,4.44,0.6529,190.57,1,I,4.44,190.57,69,40
I24,Group 1,Standard,CAL50002,450,plate_73,216,0.6128,4.67,0.6021,212.04,24,I,4.67,212.04,69,40
K01,Group 1,Standard,CAL60001,450,plate_73,241,0.3045,5.55,0.2989,235.54,1,K,5.55,235.54,69,20
K24,Group 1,Standard,CAL60002,450,plate_73,264,0.2859,5.78,0.2766,257,24,K,5.78,257,69,20
M01,Group 1,Standard,CAL70001,450,plate_73,289,0.17,6.67,0.1663,280.5,1,M,6.67,280.5,69,10
M24,Group 1,Standard,CAL70002,450,plate_73,312,0.1627,6.9,0.1554,301.97,24,M,6.9,301.97,69,10
A01,Group 1,Standard,CAL10001,450,plate_74,1,2.6519,0,2.659,9.48,1,A,0,9.48,70,200
A24,Group 1,Standard,CAL10002,450,plate_74,24,2.4191,0.23,2.4216,30.94,24,A,0.23,30.94,70,200
C01,Group 1,Standard,CAL20001,450,plate_74,49,2.3512,1.11,2.3511,54.44,1,C,1.11,54.44,70,150
C24,Group 1,Standard,CAL20002,450,plate_74,72,2.0527,1.34,2.0512,75.91,24,C,1.34,75.91,70,150
E01,Group 1,Standard,CAL30001,450,plate_74,97,1.7653,2.22,1.7583,99.41,1,E,2.22,99.41,70,100
E24,Group 1,Standard,CAL30002,450,plate_74,120,1.5008,2.45,1.4949,120.87,24,E,2.45,120.87,70,100
G01,Group 1,Standard,CAL40001,450,plate_74,145,1.4382,3.34,1.4313,144.38,1,G,3.34,144.38,70,80
G24,Group 1,Standard,CAL40002,450,plate_74,168,1.2701,3.57,1.2594,165.84,24,G,3.57,165.84,70,80
I01,Group 1,Standard,CAL50001,450,plate_74,193,0.6372,4.45,0.6294,189.34,1,I,4.45,189.34,70,40
I24,Group 1,Standard,CAL50002,450,plate_74,216,0.5548,4.68,0.5437,210.81,24,I,4.68,210.81,70,40
K01,Group 1,Standard,CAL60001,450,plate_74,241,0.2771,5.56,0.2705,234.31,1,K,5.56,234.31,70,20
K24,Group 1,Standard,CAL60002,450,plate_74,264,0.2804,5.79,0.2688,255.77,24,K,5.79,255.77,70,20
M01,Group 1,Standard,CAL70001,450,plate_74,289,0.1697,6.67,0.1653,279.27,1,M,6.67,279.27,70,10
M24,Group 1,Standard,CAL70002,450,plate_74,312,0.1637,6.9,0.1522,300.74,24,M,6.9,300.74,70,10
A01,Group 1,Standard,CAL10001,450,plate_75,1,2.7789,0,2.78,9.46,1,A,0,9.46,71,200
A24,Group 1,Standard,CAL10002,450,plate_75,24,2.2381,0.23,2.2447,30.93,24,A,0.23,30.93,71,200
C01,Group 1,Standard,CAL20001,450,plate_75,49,2.4089,1.11,2.4103,54.43,1,C,1.11,54.43,71,150
C24,Group 1,Standard,CAL20002,450,plate_75,72,2.0849,1.34,2.0816,75.89,24,C,1.34,75.89,71,150
E01,Group 1,Standard,CAL30001,450,plate_75,97,1.7466,2.22,1.7422,99.4,1,E,2.22,99.4,71,100
E24,Group 1,Standard,CAL30002,450,plate_75,120,1.4913,2.45,1.4832,120.86,24,E,2.45,120.86,71,100
G01,Group 1,Standard,CAL40001,450,plate_75,145,1.386,3.33,1.384,144.36,1,G,3.33,144.36,71,80
G24,Group 1,Standard,CAL40002,450,plate_75,168,1.1549,3.56,1.1445,165.82,24,G,3.56,165.82,71,80
I01,Group 1,Standard,CAL50001,450,plate_75,193,0.6795,4.44,0.6725,189.33,1,I,4.44,189.33,71,40
I24,Group 1,Standard,CAL50002,450,plate_75,216,0.5468,4.67,0.5369,210.79,24,I,4.67,210.79,71,40
K01,Group 1,Standard,CAL60001,450,plate_75,241,0.3,5.55,0.2948,234.29,1,K,5.55,234.29,71,20
K24,Group 1,Standard,CAL60002,450,plate_75,264,0.2565,5.78,0.248,255.76,24,K,5.78,255.76,71,20
M01,Group 1,Standard,CAL70001,450,plate_75,289,0.1713,6.66,0.1678,279.26,1,M,6.66,279.26,71,10
M24,Group 1,Standard,CAL70002,450,plate_75,312,0.1456,6.89,0.1386,300.72,24,M,6.89,300.72,71,10
A01,Group 1,Standard,CAL10001,450,plate_76,1,2.7877,0,2.7883,10.67,1,A,0,10.67,72,200
A24,Group 1,Standard,CAL10002,450,plate_76,24,2.6414,0.23,2.6583,32.14,24,A,0.23,32.14,72,200
C01,Group 1,Standard,CAL20001,450,plate_76,49,2.4612,1.11,2.4706,55.64,1,C,1.11,55.64,72,150
C24,Group 1,Standard,CAL20002,450,plate_76,72,2.3151,1.34,2.3145,77.1,24,C,1.34,77.1,72,150
E01,Group 1,Standard,CAL30001,450,plate_76,97,1.8776,2.22,1.8753,100.6,1,E,2.22,100.6,72,100
E24,Group 1,Standard,CAL30002,450,plate_76,120,1.7624,2.45,1.7548,122.07,24,E,2.45,122.07,72,100
G01,Group 1,Standard,CAL40001,450,plate_76,145,1.5127,3.34,1.5119,145.57,1,G,3.34,145.57,72,80
G24,Group 1,Standard,CAL40002,450,plate_76,168,1.3597,3.57,1.3507,167.03,24,G,3.57,167.03,72,80
I01,Group 1,Standard,CAL50001,450,plate_76,193,0.7235,4.45,0.718,190.54,1,I,4.45,190.54,72,40
I24,Group 1,Standard,CAL50002,450,plate_76,216,0.6863,4.68,0.6757,212,24,I,4.68,212,72,40
K01,Group 1,Standard,CAL60001,450,plate_76,241,0.3091,5.56,0.3054,235.5,1,K,5.56,235.5,72,20
K24,Group 1,Standard,CAL60002,450,plate_76,264,0.3224,5.79,0.3121,256.97,24,K,5.79,256.97,72,20
M01,Group 1,Standard,CAL70001,450,plate_76,289,0.1779,6.67,0.1749,280.47,1,M,6.67,280.47,72,10
M24,Group 1,Standard,CAL70002,450,plate_76,312,0.1872,6.9,0.1792,301.93,24,M,6.9,301.93,72,10
A01,Group 1,Standard,CAL10001,450,plate_77,1,2.7538,0,2.7642,9.46,1,A,0,9.46,73,200
A24,Group 1,Standard,CAL10002,450,plate_77,24,2.4301,0.23,2.4352,30.93,24,A,0.23,30.93,73,200
C01,Group 1,Standard,CAL20001,450,plate_77,49,2.4249,1.11,2.4295,54.43,1,C,1.11,54.43,73,150
C24,Group 1,Standard,CAL20002,450,plate_77,72,2.0362,1.34,2.0352,75.89,24,C,1.34,75.89,73,150
E01,Group 1,Standard,CAL30001,450,plate_77,97,1.8014,2.23,1.796,99.39,1,E,2.23,99.39,73,100
E24,Group 1,Standard,CAL30002,450,plate_77,120,1.4785,2.46,1.4694,120.86,24,E,2.46,120.86,73,100
G01,Group 1,Standard,CAL40001,450,plate_77,145,1.375,3.34,1.3718,144.36,1,G,3.34,144.36,73,80
G24,Group 1,Standard,CAL40002,450,plate_77,168,1.3363,3.57,1.3229,165.82,24,G,3.57,165.82,73,80
I01,Group 1,Standard,CAL50001,450,plate_77,193,0.649,4.45,0.6429,189.33,1,I,4.45,189.33,73,40
I24,Group 1,Standard,CAL50002,450,plate_77,216,0.5711,4.68,0.5585,210.79,24,I,4.68,210.79,73,40
K01,Group 1,Standard,CAL60001,450,plate_77,241,0.2925,5.56,0.2878,234.29,1,K,5.56,234.29,73,20
K24,Group 1,Standard,CAL60002,450,plate_77,264,0.2665,5.79,0.2562,255.76,24,K,5.79,255.76,73,20
M01,Group 1,Standard,CAL70001,450,plate_77,289,0.1775,6.67,0.1737,279.26,1,M,6.67,279.26,73,10
M24,Group 1,Standard,CAL70002,450,plate_77,312,0.1611,6.9,0.1493,300.72,24,M,6.9,300.72,73,10
A01,Group 1,Standard,CAL10001,450,plate_78,1,2.7866,0,2.786,10.68,1,A,0,10.68,74,200
A24,Group 1,Standard,CAL10002,450,plate_78,24,2.6578,0.23,2.655,32.15,24,A,0.23,32.15,74,200
C01,Group 1,Standard,CAL20001,450,plate_78,49,2.505,1.11,2.5053,55.65,1,C,1.11,55.65,74,150
C24,Group 1,Standard,CAL20002,450,plate_78,72,2.2459,1.34,2.2382,77.11,24,C,1.34,77.11,74,150
E01,Group 1,Standard,CAL30001,450,plate_78,97,1.8788,2.22,1.8684,100.62,1,E,2.22,100.62,74,100
E24,Group 1,Standard,CAL30002,450,plate_78,120,1.6909,2.45,1.6795,122.08,24,E,2.45,122.08,74,100
G01,Group 1,Standard,CAL40001,450,plate_78,145,1.3978,3.33,1.391,145.58,1,G,3.33,145.58,74,80
G24,Group 1,Standard,CAL40002,450,plate_78,168,1.3972,3.56,1.3848,167.05,24,G,3.56,167.05,74,80
I01,Group 1,Standard,CAL50001,450,plate_78,193,0.6969,4.45,0.69,190.55,1,I,4.45,190.55,74,40
I24,Group 1,Standard,CAL50002,450,plate_78,216,0.6143,4.68,0.6032,212.01,24,I,4.68,212.01,74,40
K01,Group 1,Standard,CAL60001,450,plate_78,241,0.3102,5.56,0.3051,235.51,1,K,5.56,235.51,74,20
K24,Group 1,Standard,CAL60002,450,plate_78,264,0.29,5.79,0.2809,256.98,24,K,5.79,256.98,74,20
M01,Group 1,Standard,CAL70001,450,plate_78,289,0.1804,6.67,0.1768,280.48,1,M,6.67,280.48,74,10
M24,Group 1,Standard,CAL70002,450,plate_78,312,0.1608,6.9,0.154,301.94,24,M,6.9,301.94,74,10
A01,Group 1,Standard,CAL10001,450,plate_79,1,2.8211,0,2.8279,9.47,1,A,0,9.47,75,200
A24,Group 1,Standard,CAL10002,450,plate_79,24,2.5264,0.23,2.5285,30.93,24,A,0.23,30.93,75,200
C01,Group 1,Standard,CAL20001,450,plate_79,49,2.5126,1.11,2.5137,54.44,1,C,1.11,54.44,75,150
C24,Group 1,Standard,CAL20002,450,plate_79,72,2.1079,1.34,2.1031,75.9,24,C,1.34,75.9,75,150
E01,Group 1,Standard,CAL30001,450,plate_79,97,1.8745,2.23,1.8692,99.4,1,E,2.23,99.4,75,100
E24,Group 1,Standard,CAL30002,450,plate_79,120,1.5234,2.46,1.5122,120.87,24,E,2.46,120.87,75,100
G01,Group 1,Standard,CAL40001,450,plate_79,145,1.4512,3.34,1.4445,144.37,1,G,3.34,144.37,75,80
G24,Group 1,Standard,CAL40002,450,plate_79,168,1.3331,3.57,1.3175,165.83,24,G,3.57,165.83,75,80
I01,Group 1,Standard,CAL50001,450,plate_79,193,0.6694,4.45,0.6633,189.34,1,I,4.45,189.34,75,40
I24,Group 1,Standard,CAL50002,450,plate_79,216,0.6621,4.68,0.6469,210.8,24,I,4.68,210.8,75,40
K01,Group 1,Standard,CAL60001,450,plate_79,241,0.2904,5.56,0.2853,234.3,1,K,5.56,234.3,75,20
K24,Group 1,Standard,CAL60002,450,plate_79,264,0.2934,5.79,0.2807,255.76,24,K,5.79,255.76,75,20
M01,Group 1,Standard,CAL70001,450,plate_79,289,0.1733,6.67,0.1691,279.27,1,M,6.67,279.27,75,10
M24,Group 1,Standard,CAL70002,450,plate_79,312,0.1881,6.9,0.1742,300.73,24,M,6.9,300.73,75,10
A01,Group 1,Standard,CAL10001,450,plate_8,1,2.5413,0,2.5479,9.47,1,A,0,9.47,76,200
A24,Group 1,Standard,CAL10002,450,plate_8,24,2.5715,0.23,2.5649,30.93,24,A,0.23,30.93,76,200
C01,Group 1,Standard,CAL20001,450,plate_8,49,2.278,1.11,2.2776,54.43,1,C,1.11,54.43,76,150
C24,Group 1,Standard,CAL20002,450,plate_8,72,2.3397,1.34,2.3321,75.9,24,C,1.34,75.9,76,150
E01,Group 1,Standard,CAL30001,450,plate_8,97,1.6125,2.22,1.6071,99.4,1,E,2.22,99.4,76,100
E24,Group 1,Standard,CAL30002,450,plate_8,120,1.7559,2.45,1.741,120.86,24,E,2.45,120.86,76,100
G01,Group 1,Standard,CAL40001,450,plate_8,145,1.293,3.33,1.2884,144.36,1,G,3.33,144.36,76,80
G24,Group 1,Standard,CAL40002,450,plate_8,168,1.2236,3.56,1.2103,165.83,24,G,3.56,165.83,76,80
I01,Group 1,Standard,CAL50001,450,plate_8,193,0.5751,4.44,0.5687,189.33,1,I,4.44,189.33,76,40
I24,Group 1,Standard,CAL50002,450,plate_8,216,0.679,4.67,0.6671,210.79,24,I,4.67,210.79,76,40
K01,Group 1,Standard,CAL60001,450,plate_8,241,0.2826,5.55,0.2778,234.3,1,K,5.55,234.3,76,20
K24,Group 1,Standard,CAL60002,450,plate_8,264,0.3211,5.78,0.3103,255.76,24,K,5.78,255.76,76,20
M01,Group 1,Standard,CAL70001,450,plate_8,289,0.1681,6.66,0.1641,279.26,1,M,6.66,279.26,76,10
M24,Group 1,Standard,CAL70002,450,plate_8,312,0.1608,6.89,0.1537,300.73,24,M,6.89,300.73,76,10
A01,Group 1,Standard,CAL10001,450,plate_80,1,2.7332,0,2.7332,0,1,A,0,0,77,200
A24,Group 1,Standard,CAL10002,450,plate_80,24,2.4266,0.23,2.4266,0.23,24,A,0.23,0.23,77,200
C01,Group 1,Standard,CAL20001,450,plate_80,49,2.3129,1.11,2.3129,1.11,1,C,1.11,1.11,77,150
C24,Group 1,Standard,CAL20002,450,plate_80,72,1.942,1.34,1.942,1.34,24,C,1.34,1.34,77,150
E01,Group 1,Standard,CAL30001,450,plate_80,97,1.7211,2.22,1.7211,2.22,1,E,2.22,2.22,77,100
E24,Group 1,Standard,CAL30002,450,plate_80,120,1.3508,2.45,1.3508,2.45,24,E,2.45,2.45,77,100
G01,Group 1,Standard,CAL40001,450,plate_80,145,1.3626,3.33,1.3626,3.33,1,G,3.33,3.33,77,80
G24,Group 1,Standard,CAL40002,450,plate_80,168,1.115,3.56,1.115,3.56,24,G,3.56,3.56,77,80
I01,Group 1,Standard,CAL50001,450,plate_80,193,0.5927,4.44,0.5927,4.44,1,I,4.44,4.44,77,40
I24,Group 1,Standard,CAL50002,450,plate_80,216,0.482,4.67,0.482,4.67,24,I,4.67,4.67,77,40
K01,Group 1,Standard,CAL60001,450,plate_80,241,0.277,5.55,0.277,5.55,1,K,5.55,5.55,77,20
K24,Group 1,Standard,CAL60002,450,plate_80,264,0.2369,5.78,0.2369,5.78,24,K,5.78,5.78,77,20
M01,Group 1,Standard,CAL70001,450,plate_80,289,0.1608,6.66,0.1608,6.66,1,M,6.66,6.66,77,10
M24,Group 1,Standard,CAL70002,450,plate_80,312,0.1481,6.89,0.1481,6.89,24,M,6.89,6.89,77,10
A01,Group 1,Standard,CAL10001,450,plate_81,1,2.8247,0,2.8166,10.71,1,A,0,10.71,78,200
A24,Group 1,Standard,CAL10002,450,plate_81,24,2.6577,0.23,2.6518,32.18,24,A,0.23,32.18,78,200
C01,Group 1,Standard,CAL20001,450,plate_81,49,2.465,1.11,2.4677,55.68,1,C,1.11,55.68,78,150
C24,Group 1,Standard,CAL20002,450,plate_81,72,2.3012,1.34,2.2988,77.14,24,C,1.34,77.14,78,150
E01,Group 1,Standard,CAL30001,450,plate_81,97,1.8511,2.22,1.8469,100.65,1,E,2.22,100.65,78,100
E24,Group 1,Standard,CAL30002,450,plate_81,120,1.687,2.45,1.6814,122.11,24,E,2.45,122.11,78,100
G01,Group 1,Standard,CAL40001,450,plate_81,145,1.4643,3.33,1.4587,145.61,1,G,3.33,145.61,78,80
G24,Group 1,Standard,CAL40002,450,plate_81,168,1.4499,3.56,1.4386,167.07,24,G,3.56,167.07,78,80
I01,Group 1,Standard,CAL50001,450,plate_81,193,0.7174,4.44,0.7092,190.58,1,I,4.44,190.58,78,40
I24,Group 1,Standard,CAL50002,450,plate_81,216,0.6519,4.67,0.6411,212.04,24,I,4.67,212.04,78,40
K01,Group 1,Standard,CAL60001,450,plate_81,241,0.3417,5.55,0.3353,235.54,1,K,5.55,235.54,78,20
K24,Group 1,Standard,CAL60002,450,plate_81,264,0.3487,5.78,0.3364,257.01,24,K,5.78,257.01,78,20
M01,Group 1,Standard,CAL70001,450,plate_81,289,0.1814,6.66,0.1772,280.51,1,M,6.66,280.51,78,10
M24,Group 1,Standard,CAL70002,450,plate_81,312,0.1851,6.89,0.1731,301.97,24,M,6.89,301.97,78,10
A01,Group 1,Standard,CAL10001,450,plate_82,1,2.7761,0,2.7776,9.48,1,A,0,9.48,79,200
A24,Group 1,Standard,CAL10002,450,plate_82,24,2.5297,0.23,2.5332,30.94,24,A,0.23,30.94,79,200
C01,Group 1,Standard,CAL20001,450,plate_82,49,2.4914,1.11,2.4919,54.44,1,C,1.11,54.44,79,150
C24,Group 1,Standard,CAL20002,450,plate_82,72,2.2058,1.34,2.2028,75.9,24,C,1.34,75.9,79,150
E01,Group 1,Standard,CAL30001,450,plate_82,97,1.8744,2.23,1.8686,99.41,1,E,2.23,99.41,79,100
E24,Group 1,Standard,CAL30002,450,plate_82,120,1.6634,2.46,1.6527,120.87,24,E,2.46,120.87,79,100
G01,Group 1,Standard,CAL40001,450,plate_82,145,1.46,3.34,1.4566,144.37,1,G,3.34,144.37,79,80
G24,Group 1,Standard,CAL40002,450,plate_82,168,1.3028,3.57,1.2914,165.84,24,G,3.57,165.84,79,80
I01,Group 1,Standard,CAL50001,450,plate_82,193,0.6797,4.45,0.6721,189.34,1,I,4.45,189.34,79,40
I24,Group 1,Standard,CAL50002,450,plate_82,216,0.6614,4.68,0.6506,210.8,24,I,4.68,210.8,79,40
K01,Group 1,Standard,CAL60001,450,plate_82,241,0.345,5.56,0.3393,234.31,1,K,5.56,234.31,79,20
K24,Group 1,Standard,CAL60002,450,plate_82,264,0.3159,5.79,0.3055,255.77,24,K,5.79,255.77,79,20
M01,Group 1,Standard,CAL70001,450,plate_82,289,0.1821,6.67,0.1783,279.27,1,M,6.67,279.27,79,10
M24,Group 1,Standard,CAL70002,450,plate_82,312,0.1709,6.9,0.1637,300.73,24,M,6.9,300.73,79,10
A01,Group 1,Standard,CAL10001,450,plate_83,1,2.7519,0,2.7493,10.7,1,A,0,10.7,80,200
A24,Group 1,Standard,CAL10002,450,plate_83,24,2.6044,0.23,2.6086,32.16,24,A,0.23,32.16,80,200
C01,Group 1,Standard,CAL20001,450,plate_83,49,2.4937,1.11,2.499,55.67,1,C,1.11,55.67,80,150
C24,Group 1,Standard,CAL20002,450,plate_83,72,2.1479,1.34,2.1444,77.13,24,C,1.34,77.13,80,150
E01,Group 1,Standard,CAL30001,450,plate_83,97,1.8884,2.22,1.8824,100.63,1,E,2.22,100.63,80,100
E24,Group 1,Standard,CAL30002,450,plate_83,120,1.6804,2.45,1.6727,122.1,24,E,2.45,122.1,80,100
